ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1796038	TOMM20	translocase of outer mitochondrial membrane 20	1.077	14.818
ILMN_1796069	CBLN2	cerebellin 2 precursor	-1.006	15.232
ILMN_1796072	SERTAD2	SERTA domain containing 2	-0.303	2.344
ILMN_1796074	TYMSOS	TYMS opposite strand	0.789	3.826
ILMN_1796082	DHX57	DEAH-box helicase 57	-0.28	2.182
ILMN_1796085			-0.692	10.17
ILMN_1796088	ACTL7B	actin like 7B	-0.304	2.306
ILMN_1796089	NKX2-3	NK2 homeobox 3	-1.715	20.836
ILMN_1796092	PRSS37	protease, serine 37	-0.352	2.806
ILMN_1796094	CD36	CD36 molecule	-2.078	16.614
ILMN_1796108	KIF13A	kinesin family member 13A	-0.225	2.087
ILMN_1796113	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	0.487	9.621
ILMN_1796119	ZUFSP	zinc finger with UFM1 specific peptidase domain	0.34	4.824
ILMN_1796126	MXRA7	matrix remodeling associated 7	-0.404	4.534
ILMN_1796136	RAB37	RAB37, member RAS oncogene family	-0.482	5.692
ILMN_1796138	BMX	BMX non-receptor tyrosine kinase	-0.418	3.734
ILMN_1796146	EIF4E3	eukaryotic translation initiation factor 4E family member 3	-1.119	16.036
ILMN_1796154	SLC26A5	solute carrier family 26 member 5	-0.368	3.124
ILMN_1796180	CRY2	cryptochrome circadian clock 2	-0.803	10.995
ILMN_1796208	SP2	Sp2 transcription factor	-0.289	2.829
ILMN_1796210	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	1.253	16.074
ILMN_1796216	VASH1	vasohibin 1	-0.512	3.765
ILMN_1796229	FGFR1	fibroblast growth factor receptor 1	-0.47	5.236
ILMN_1796231	SLC35D1	solute carrier family 35 member D1	-0.951	9.224
ILMN_1796235	UTP4	UTP4, small subunit processome component	1.247	17.355
ILMN_1796243	SLC13A3	solute carrier family 13 member 3	-0.232	1.473
ILMN_1796247	CRTAM	cytotoxic and regulatory T-cell molecule	-0.373	3.366
ILMN_1796265	FAM135B	family with sequence similarity 135 member B	-0.361	3.511
ILMN_1796269	CSRP3	cysteine and glycine rich protein 3	-0.311	2.524
ILMN_1796281	MYF5	myogenic factor 5	-0.321	2.705
ILMN_1796316	MMP9	matrix metallopeptidase 9	0.704	2.072
ILMN_1796335	LPCAT2	lysophosphatidylcholine acyltransferase 2	0.273	1.533
ILMN_1796336	MAP1S	microtubule associated protein 1S	0.317	3.852
ILMN_1796341	GLT8D1	glycosyltransferase 8 domain containing 1	-0.274	2.473
ILMN_1796347	VWA3B	von Willebrand factor A domain containing 3B	-0.389	3.669
ILMN_1796349	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	-2.268	15.213
ILMN_1796374	DIO3	deiodinase, iodothyronine, type III	-0.313	2.727
ILMN_1796376	HMX1	H6 family homeobox 1	-0.342	2.718
ILMN_1796392	GPSM1	G-protein signaling modulator 1	-0.329	2.828
ILMN_1796397	CISD2	CDGSH iron sulfur domain 2	0.288	3.947
ILMN_1796405	ATP4B	ATPase H+/K+ transporting beta subunit	-0.374	3.203
ILMN_1796407	SS18L2	SS18 like 2	0.504	5.438
ILMN_1796409	C1QB	complement C1q B chain	-1.429	8.006
ILMN_1796411	TBCCD1	TBCC domain containing 1	-0.298	2.595
ILMN_1796417	ASNS	asparagine synthetase (glutamine-hydrolyzing)	0.804	6.769
ILMN_1796431	GPR101	G protein-coupled receptor 101	-0.315	2.473
ILMN_1796436	CRACR2A	calcium release activated channel regulator 2A	-0.342	2.854
ILMN_1796437			-0.26	1.818
ILMN_1796438	NENF	neudesin neurotrophic factor	0.366	4.321
ILMN_1796451	SPIC	Spi-C transcription factor	-0.373	4.239
ILMN_1796452	TRPM6	transient receptor potential cation channel subfamily M member 6	-2.718	19.466
ILMN_1796454	WDR70	WD repeat domain 70	-0.252	1.867
ILMN_1796458	GABARAPL2	GABA type A receptor associated protein like 2	-0.253	1.946
ILMN_1796461	PRSS8	protease, serine 8	-1.06	2.808
ILMN_1796464	WDR37	WD repeat domain 37	-0.354	4.83
ILMN_1796471	GDF5	growth differentiation factor 5	-0.35	2.812
ILMN_1796475	GPR6	G protein-coupled receptor 6	-0.363	3.239
ILMN_1796490	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	1.15	10.271
ILMN_1796491	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	0.758	9.241
ILMN_1796497	IPCEF1	interaction protein for cytohesin exchange factors 1	-0.559	8.998
ILMN_1796508	TOP1MT	topoisomerase (DNA) I, mitochondrial	0.645	5.438
ILMN_1796511	CHD2	chromodomain helicase DNA binding protein 2	-0.358	3.152
ILMN_1796523	FNIP1	folliculin interacting protein 1	-0.291	2.129
ILMN_1796537	FYB	FYN binding protein	-0.945	6.463
ILMN_1796572			-0.42	4.127
ILMN_1796589	TRIP13	thyroid hormone receptor interactor 13	2.462	28.51
ILMN_1796624	TTYH2	tweety family member 2	-0.321	2.465
ILMN_1796627	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	-0.407	4.392
ILMN_1796629	EDNRA	endothelin receptor type A	0.814	4.096
ILMN_1796634	KCNK4	potassium two pore domain channel subfamily K member 4	-0.315	2.989
ILMN_1796639	UBQLN3	ubiquilin 3	-0.5	4.929
ILMN_1796655	SPO11	SPO11, initiator of meiotic double stranded breaks	-0.359	2.716
ILMN_1796669	PSEN1	presenilin 1	-0.462	5.05
ILMN_1796673	RIT2	Ras like without CAAX 2	-0.386	3.517
ILMN_1796677	RASGEF1B	RasGEF domain family member 1B	-0.264	2.142
ILMN_1796678	HBG1	hemoglobin subunit gamma 1	-0.54	3.74
ILMN_1796685	BEST4	bestrophin 4	-3.737	20.892
ILMN_1796710	PHC1	polyhomeotic homolog 1	-0.374	4.178
ILMN_1796712	S100A10	S100 calcium binding protein A10	-0.355	3.277
ILMN_1796738	SPAST	spastin	0.287	3.399
ILMN_1796746	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	-0.252	1.952
ILMN_1796749	KIF1C	kinesin family member 1C	-0.892	14.809
ILMN_1796751	PALD1	phosphatase domain containing, paladin 1	0.383	2.136
ILMN_1796759			-0.29	2.382
ILMN_1796762	CCDC102A	coiled-coil domain containing 102A	-0.423	2.189
ILMN_1796772	ARHGAP28	Rho GTPase activating protein 28	-0.733	11.54
ILMN_1796773	BTBD8	BTB domain containing 8	-0.283	2.044
ILMN_1796775	RLN1	relaxin 1	-0.265	1.768
ILMN_1796787	PCDHA3	protocadherin alpha 3	-0.433	4.137
ILMN_1796801	ABCA8	ATP binding cassette subfamily A member 8	-2.703	28.742
ILMN_1796813			0.267	2.337
ILMN_1796830			-0.271	2.732
ILMN_1796855	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	0.474	6.192
ILMN_1796879	WAC	WW domain containing adaptor with coiled-coil	-0.261	3.343
ILMN_1796887	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1	-0.388	3.265
ILMN_1796900	NUDCD3	NudC domain containing 3	0.376	3.946
ILMN_1796901	CTNNA2	catenin alpha 2	-0.766	7.735
ILMN_1796912	ARHGEF7	Rho guanine nucleotide exchange factor 7	0.143	1.633
ILMN_1796913	TMEM35A	transmembrane protein 35A	-1.152	8.436
ILMN_1796923	LOC81691	exonuclease NEF-sp	0.624	9.361
ILMN_1796927	ZNF449	zinc finger protein 449	-0.266	2.123
ILMN_1796928	BPIFB2	BPI fold containing family B member 2	-0.321	2.462
ILMN_1796950	LRRC55	leucine rich repeat containing 55	-0.323	2.589
ILMN_1796968	INTS5	integrator complex subunit 5	0.343	4.019
ILMN_1796969	POU4F3	POU class 4 homeobox 3	-0.388	3.086
ILMN_1796976	NLRC4	NLR family CARD domain containing 4	-0.38	4.371
ILMN_1796982	OR6C6	olfactory receptor family 6 subfamily C member 6	-0.346	2.715
ILMN_1797001	DDX58	DEXD/H-box helicase 58	-0.872	12.064
ILMN_1797005	PGLS	6-phosphogluconolactonase	0.291	2.31
ILMN_1797009	F3	coagulation factor III, tissue factor	0.525	1.918
ILMN_1797021	TMEM86A	transmembrane protein 86A	-0.464	6.49
ILMN_1797024	SLC5A5	solute carrier family 5 member 5	-0.342	2.935
ILMN_1797030	FGF18	fibroblast growth factor 18	-0.328	3.164
ILMN_1797046	MTHFSD	methenyltetrahydrofolate synthetase domain containing	0.254	3.076
ILMN_1797055	LIN52	lin-52 DREAM MuvB core complex component	-0.288	2.676
ILMN_1797070	APOL3	apolipoprotein L3	-0.338	2.795
ILMN_1797074	EMG1	EMG1, N1-specific pseudouridine methyltransferase	0.894	11.663
ILMN_1797102	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	-0.341	2.682
ILMN_1797104	C10orf95	chromosome 10 open reading frame 95	-0.22	1.487
ILMN_1797116			-0.327	2.857
ILMN_1797125	ZNF821	zinc finger protein 821	-0.838	11.095
ILMN_1797130	ADGRB1	adhesion G protein-coupled receptor B1	-0.372	3.144
ILMN_1797154	AZGP1	alpha-2-glycoprotein 1, zinc-binding	1.025	6.129
ILMN_1797155	C17orf75	chromosome 17 open reading frame 75	-0.277	2.005
ILMN_1797169	OR4A47	olfactory receptor family 4 subfamily A member 47	-0.321	2.745
ILMN_1797172	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	-0.239	2.354
ILMN_1797181	LOC93622	Morf4 family associated protein 1 like 1 pseudogene	0.326	2.998
ILMN_1797184	PKN3	protein kinase N3	0.321	2.353
ILMN_1797189	MAP3K12	mitogen-activated protein kinase kinase kinase 12	-0.77	9.216
ILMN_1797204	WDR64	WD repeat domain 64	-0.39	3.65
ILMN_1797209	CEP41	centrosomal protein 41	0.568	8.381
ILMN_1797219	CLCA1	chloride channel accessory 1	-1.935	3.873
ILMN_1797251	GATA1	GATA binding protein 1	-0.357	2.954
ILMN_1797277	KIF3C	kinesin family member 3C	-0.308	2.875
ILMN_1797283	ASTN2	astrotactin 2	-0.249	1.811
ILMN_1797293	SIGLEC15	sialic acid binding Ig like lectin 15	-0.347	2.834
ILMN_1797295	PASD1	PAS domain containing 1	-0.371	2.791
ILMN_1797298	ARMC7	armadillo repeat containing 7	-0.696	7.327
ILMN_1797301	FAM212B	family with sequence similarity 212 member B	-0.331	2.872
ILMN_1797305	PDE7A	phosphodiesterase 7A	-0.264	1.971
ILMN_1797310	ATP6V1D	ATPase H+ transporting V1 subunit D	-0.564	5.951
ILMN_1797318	HSPA14	heat shock protein family A (Hsp70) member 14	0.61	6.977
ILMN_1797331	GRID2	glutamate ionotropic receptor delta type subunit 2	-0.378	3.254
ILMN_1797332	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	1.145	16.859
ILMN_1797342	FNBP1	formin binding protein 1	-1.778	17.806
ILMN_1797375			-0.879	11.23
ILMN_1797379	RBM43	RNA binding motif protein 43	-0.475	4.943
ILMN_1797383	RFPL1	ret finger protein like 1	-0.331	2.622
ILMN_1797384	UROS	uroporphyrinogen III synthase	0.332	2.841
ILMN_1797391	SLC22A7	solute carrier family 22 member 7	-0.322	2.555
ILMN_1797393	OR10Z1	olfactory receptor family 10 subfamily Z member 1	-0.356	3.05
ILMN_1797408	NKAPL	NFKB activating protein like	-0.347	2.964
ILMN_1797425	DDX55	DEAD-box helicase 55	1.094	17.404
ILMN_1797428	FCRL3	Fc receptor like 3	-0.477	4.281
ILMN_1797431			-0.375	3.696
ILMN_1797432	SLC35G3	solute carrier family 35 member G3	-0.354	3.794
ILMN_1797445	PSMG2	proteasome assembly chaperone 2	0.199	1.876
ILMN_1797471			-0.274	2.602
ILMN_1797475	FAM216B	family with sequence similarity 216 member B	-0.495	4.656
ILMN_1797502	STIM1	stromal interaction molecule 1	-0.786	12.975
ILMN_1797503			-0.308	2.23
ILMN_1797519	DLK1	delta like non-canonical Notch ligand 1	-0.308	2.172
ILMN_1797522	DUSP3	dual specificity phosphatase 3	-0.71	9.071
ILMN_1797526	SERTM1	serine rich and transmembrane domain containing 1	-0.375	3.257
ILMN_1797528	CCNY	cyclin Y	0.207	1.427
ILMN_1797531	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	-0.447	4.873
ILMN_1797534	RIOK1	RIO kinase 1	0.542	9.602
ILMN_1797537	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	-0.327	3.302
ILMN_1797542	FBXO47	F-box protein 47	-0.328	2.65
ILMN_1797554	ZNF189	zinc finger protein 189	-0.353	2.923
ILMN_1797557	PLEKHA6	pleckstrin homology domain containing A6	-0.499	3.114
ILMN_1797566	SNAP47	synaptosome associated protein 47	0.228	2.784
ILMN_1797577			-0.351	2.922
ILMN_1797578	CASP10	caspase 10	-0.359	4.088
ILMN_1797585	MYO1B	myosin IB	0.508	7.308
ILMN_1797600	SLC12A8	solute carrier family 12 member 8	1.269	16.921
ILMN_1797604	CAP1	adenylate cyclase associated protein 1	-0.403	5.173
ILMN_1797611	TGFBR1	transforming growth factor beta receptor 1	-0.32	2.805
ILMN_1797631	IL4I1	interleukin 4 induced 1	-0.354	2.919
ILMN_1797638	OR51A2	olfactory receptor family 51 subfamily A member 2	-0.35	2.905
ILMN_1797660	NXNL2	nucleoredoxin-like 2	-0.339	2.634
ILMN_1797666	SLC27A6	solute carrier family 27 member 6	-0.394	6.886
ILMN_1797668	INSM1	INSM transcriptional repressor 1	-0.387	3.604
ILMN_1797682	INSL3	insulin like 3	-0.328	2.747
ILMN_1797684	PDCD2	programmed cell death 2	0.965	15.56
ILMN_1797698	RBM12	RNA binding motif protein 12	0.614	7.939
ILMN_1797717	SLC13A1	solute carrier family 13 member 1	-0.331	2.987
ILMN_1797731	MS4A6A	membrane spanning 4-domains A6A	-1.334	11.936
ILMN_1797735	C1orf21	chromosome 1 open reading frame 21	-1.087	13.74
ILMN_1797738	RCCD1	RCC1 domain containing 1	-0.358	2.836
ILMN_1797744	TPPP3	tubulin polymerization promoting protein family member 3	-0.78	4.365
ILMN_1797745	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	0.255	1.595
ILMN_1797753			-0.364	3.304
ILMN_1797796	AMY1A	amylase, alpha 1A (salivary)	-0.36	2.968
ILMN_1797800	OR1G1	olfactory receptor family 1 subfamily G member 1	-0.353	3.25
ILMN_1797801	ZFP64	ZFP64 zinc finger protein	0.48	6.513
ILMN_1797804	BACE1	beta-secretase 1	-0.31	2.994
ILMN_1797806	CGGBP1	CGG triplet repeat binding protein 1	-0.348	2.68
ILMN_1797808			-0.34	2.694
ILMN_1797813	SUZ12	SUZ12 polycomb repressive complex 2 subunit	0.525	6.206
ILMN_1797828	DDRGK1	DDRGK domain containing 1	0.269	1.617
ILMN_1797852	ESPNL	espin-like	-0.332	3.21
ILMN_1797853	ZNF789	zinc finger protein 789	-0.285	2.23
ILMN_1797861	IL6ST	interleukin 6 signal transducer	-0.455	5.105
ILMN_1797873	ANKK1	ankyrin repeat and kinase domain containing 1	-0.35	2.923
ILMN_1797878	OR7G3	olfactory receptor family 7 subfamily G member 3	-0.327	3.02
ILMN_1797892	SCN11A	sodium voltage-gated channel alpha subunit 11	-0.79	8.544
ILMN_1797903	ZNF544	zinc finger protein 544	0.37	2.364
ILMN_1797925	MOCS2	molybdenum cofactor synthesis 2	-0.208	1.828
ILMN_1797933	MRPL17	mitochondrial ribosomal protein L17	1.318	21.154
ILMN_1797946	INSIG2	insulin induced gene 2	0.212	1.705
ILMN_1797964	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6	0.608	5.696
ILMN_1797965	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	-0.249	1.927
ILMN_1797972	M1AP	meiosis 1 associated protein	-0.32	2.513
ILMN_1797975	CXCR3	C-X-C motif chemokine receptor 3	-0.35	2.202
ILMN_1797988	KLRD1	killer cell lectin like receptor D1	-0.452	4.871
ILMN_1798000	PSG1	pregnancy specific beta-1-glycoprotein 1	-1.062	3.642
ILMN_1798007	PNMT	phenylethanolamine N-methyltransferase	-0.29	2.148
ILMN_1798014	EIF2S2	eukaryotic translation initiation factor 2 subunit beta	0.806	7.501
ILMN_1798021	BICDL1	BICD family like cargo adaptor 1	0.728	6.231
ILMN_1798029	PAK3	p21 (RAC1) activated kinase 3	-0.811	13.171
ILMN_1798032	TRIM24	tripartite motif containing 24	0.53	3.796
ILMN_1798037	TMEM215	transmembrane protein 215	-0.329	2.589
ILMN_1798046	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit	-0.328	2.555
ILMN_1798053	SEPT14	septin 14	-0.347	3.425
ILMN_1798061	ZFYVE26	zinc finger FYVE-type containing 26	-0.251	2.723
ILMN_1798063	NLRP7	NLR family pyrin domain containing 7	-0.429	4.339
ILMN_1798064	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	-0.284	2.211
ILMN_1798074	C17orf77	chromosome 17 open reading frame 77	-0.343	3.056
ILMN_1798076	HOXD3	homeobox D3	-0.356	3.613
ILMN_1798083	CHERP	calcium homeostasis endoplasmic reticulum protein	0.407	7.155
ILMN_1798085	EID2B	EP300 interacting inhibitor of differentiation 2B	-0.548	7.716
ILMN_1798104	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	-0.321	2.918
ILMN_1798123	ELOVL1	ELOVL fatty acid elongase 1	-0.234	1.641
ILMN_1798129	TRMT44	tRNA methyltransferase 44 homolog (S. cerevisiae)	-0.354	3.751
ILMN_1798138	CHIA	chitinase, acidic	-0.355	2.942
ILMN_1798163	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)	0.811	10.854
ILMN_1798206	KRTAP11-1	keratin associated protein 11-1	-0.386	3.426
ILMN_1798210	E2F7	E2F transcription factor 7	1.18	11.747
ILMN_1798249	AK4	adenylate kinase 4	0.38	2.527
ILMN_1798254	ACTR10	actin-related protein 10 homolog	-0.241	2.073
ILMN_1798256			-0.635	2.676
ILMN_1798288	MOB3C	MOB kinase activator 3C	-0.679	7.817
ILMN_1798303	RAET1G	retinoic acid early transcript 1G	-0.238	1.59
ILMN_1798308	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	0.264	1.423
ILMN_1798327	PAQR9	progestin and adipoQ receptor family member 9	-0.334	2.908
ILMN_1798373	ITPRIPL1	inositol 1,4,5-trisphosphate receptor interacting protein-like 1	-0.32	3.037
ILMN_1798379	NTM	neurotrimin	-0.439	2.91
ILMN_1798380	UBQLN1	ubiquilin 1	0.332	3.565
ILMN_1798444	MAML3	mastermind like transcriptional coactivator 3	-0.327	3.121
ILMN_1798448	IDS	iduronate 2-sulfatase	-0.3	2.026
ILMN_1798454	MAD2L1BP	MAD2L1 binding protein	-0.31	1.753
ILMN_1798465	RYK	receptor-like tyrosine kinase	0.421	6.655
ILMN_1798475	CSF2RB	colony stimulating factor 2 receptor beta common subunit	-0.352	3.093
ILMN_1798485	ATP6V1E1	ATPase H+ transporting V1 subunit E1	-0.413	5.158
ILMN_1798488			-0.361	2.702
ILMN_1798496	HOXB8	homeobox B8	2.039	8.355
ILMN_1798498	OR4C45	olfactory receptor family 4 subfamily C member 45	-0.32	2.297
ILMN_1798528	SULT1A2	sulfotransferase family 1A member 2	-1.786	15.263
ILMN_1798533	ZNF22	zinc finger protein 22	0.369	2.422
ILMN_1798534	OR3A1	olfactory receptor family 3 subfamily A member 1	-0.351	2.975
ILMN_1798535	SMR3A	submaxillary gland androgen regulated protein 3A	-0.31	2.32
ILMN_1798536	JOSD1	Josephin domain containing 1	-0.709	7.486
ILMN_1798540	RBM48	RNA binding motif protein 48	-0.438	3.48
ILMN_1798543	STK17B	serine/threonine kinase 17b	-0.61	5.017
ILMN_1798547	FAM71D	family with sequence similarity 71 member D	-0.319	2.397
ILMN_1798577	SLC6A11	solute carrier family 6 member 11	-0.313	2.463
ILMN_1798581	MCM8	minichromosome maintenance 8 homologous recombination repair factor	-0.511	5.496
ILMN_1798582	GRB7	growth factor receptor bound protein 7	-0.268	1.96
ILMN_1798587	ARHGEF7	Rho guanine nucleotide exchange factor 7	-0.323	3.091
ILMN_1798598	TEX29	testis expressed 29	-0.28	2.389
ILMN_1798612	SNX20	sorting nexin 20	-0.279	2.105
ILMN_1798615	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	-0.451	4.605
ILMN_1798620	PQLC1	PQ loop repeat containing 1	-0.674	9.249
ILMN_1798624			-0.583	6.396
ILMN_1798659	CCDC28A	coiled-coil domain containing 28A	-0.364	4.236
ILMN_1798663			-2.576	10.074
ILMN_1798681	GABRA6	gamma-aminobutyric acid type A receptor alpha6 subunit	-0.346	2.785
ILMN_1798690	ADAMTSL3	ADAMTS like 3	-1.073	11.079
ILMN_1798700	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	-0.742	7.69
ILMN_1798706	GPR183	G protein-coupled receptor 183	-0.884	6.262
ILMN_1798728	URI1	URI1, prefoldin like chaperone	0.66	12.649
ILMN_1798742	CLCNKB	chloride voltage-gated channel Kb	-0.384	3.466
ILMN_1798753	EPPIN	epididymal peptidase inhibitor	-0.354	2.64
ILMN_1798779	LSP1	lymphocyte-specific protein 1	-0.344	2.987
ILMN_1798790	IL17RC	interleukin 17 receptor C	-0.495	5.48
ILMN_1798791	GLS	glutaminase	-0.938	9.324
ILMN_1798803			-0.33	2.785
ILMN_1798804	SRPK1	SRSF protein kinase 1	1.254	14.232
ILMN_1798807	ZAR1	zygote arrest 1	-0.309	2.266
ILMN_1798808	FOXH1	forkhead box H1	-0.31	2.623
ILMN_1798817	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	-0.19	1.42
ILMN_1798826	MRPS25	mitochondrial ribosomal protein S25	0.725	7.511
ILMN_1798846	CLIP2	CAP-Gly domain containing linker protein 2	-0.583	4.63
ILMN_1798855	RASSF9	Ras association domain family member 9	-0.251	1.742
ILMN_1798867	CAMTA2	calmodulin binding transcription activator 2	-0.428	6.106
ILMN_1798874	EMC4	ER membrane protein complex subunit 4	0.241	1.853
ILMN_1798886	NUDT21	nudix hydrolase 21	0.929	8.759
ILMN_1798914	CCDC185	coiled-coil domain containing 185	-0.329	2.545
ILMN_1798923	MYH1	myosin heavy chain 1	-0.391	3.499
ILMN_1798926	SOCS2	suppressor of cytokine signaling 2	-0.913	9.705
ILMN_1798931	MUC7	mucin 7, secreted	-0.303	2.328
ILMN_1798952	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	0.455	3.392
ILMN_1798971	FZD5	frizzled class receptor 5	-0.855	8.453
ILMN_1798974	ZNF560	zinc finger protein 560	-0.329	2.56
ILMN_1798975	EGFR	epidermal growth factor receptor	-0.345	1.882
ILMN_1798980	CAPZB	capping actin protein of muscle Z-line beta subunit	-0.519	5.262
ILMN_1799015	PXMP2	peroxisomal membrane protein 2	-0.912	8.657
ILMN_1799019	ADRA1A	adrenoceptor alpha 1A	-0.35	5.244
ILMN_1799024	VAC14	Vac14, PIKFYVE complex component	0.338	4.003
ILMN_1799026	PCDH18	protocadherin 18	-0.701	6.45
ILMN_1799028	TSPAN5	tetraspanin 5	0.562	3.212
ILMN_1799058	C6orf223	chromosome 6 open reading frame 223	0.379	2.816
ILMN_1799067	PRSS58	protease, serine 58	-0.354	3.082
ILMN_1799073	GRIK4	glutamate ionotropic receptor kainate type subunit 4	-0.366	3.158
ILMN_1799077	LIMD1	LIM domains containing 1	-0.334	3.133
ILMN_1799082	ZNF609	zinc finger protein 609	-0.159	1.537
ILMN_1799097	XKR5	XK related 5	-0.338	2.631
ILMN_1799099	TEKT3	tektin 3	-0.554	7.811
ILMN_1799100	PTX4	pentraxin 4	-0.373	3.174
ILMN_1799103	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	1.135	14.142
ILMN_1799104	SPAG9	sperm associated antigen 9	-0.314	2.546
ILMN_1799105	COL17A1	collagen type XVII alpha 1 chain	-1.285	6.698
ILMN_1799113	CEP83	centrosomal protein 83	0.968	17.587
ILMN_1799115	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	-0.394	3.911
ILMN_1799120			-0.326	2.284
ILMN_1799134	KLRD1	killer cell lectin like receptor D1	-0.478	4.835
ILMN_1799139	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	-0.349	4.202
ILMN_1799141	TNNI3K	TNNI3 interacting kinase	-0.47	5.229
ILMN_1799151	PPIL4	peptidylprolyl isomerase like 4	-0.261	2.112
ILMN_1799177	KCNG3	potassium voltage-gated channel modifier subfamily G member 3	-0.34	3.09
ILMN_1799198	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	0.564	5.734
ILMN_1799204			-0.238	1.624
ILMN_1799208	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	-0.307	2.809
ILMN_1799224	FANCA	Fanconi anemia complementation group A	-0.224	1.582
ILMN_1799232	ATP9A	ATPase phospholipid transporting 9A (putative)	-0.238	1.74
ILMN_1799243	ANXA13	annexin A13	0.671	2.538
ILMN_1799259			-0.35	3.235
ILMN_1799278	CD101	CD101 molecule	-0.377	4.205
ILMN_1799280	BDH1	3-hydroxybutyrate dehydrogenase, type 1	-0.389	2.357
ILMN_1799282	OR2B11	olfactory receptor family 2 subfamily B member 11	-0.354	2.97
ILMN_1799289	MRPL55	mitochondrial ribosomal protein L55	-0.247	1.936
ILMN_1799293	MINA	MYC induced nuclear antigen	-0.226	1.836
ILMN_1799319	FDXR	ferredoxin reductase	0.511	2.762
ILMN_1799320			-0.283	2.963
ILMN_1799327	OR10X1	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)	-0.346	3.097
ILMN_1799329	TTLL10	tubulin tyrosine ligase like 10	-0.221	1.454
ILMN_1799335	PCDHA6	protocadherin alpha 6	-0.39	3.423
ILMN_1799342			-0.268	1.996
ILMN_1799367	TMX2	thioredoxin related transmembrane protein 2	0.32	2.9
ILMN_1799369	ANKMY1	ankyrin repeat and MYND domain containing 1	-0.356	3.044
ILMN_1799389	FBXL6	F-box and leucine rich repeat protein 6	0.558	3.925
ILMN_1799424	PHACTR3	phosphatase and actin regulator 3	-0.324	2.504
ILMN_1799443	CNTN4	contactin 4	-0.38	3.62
ILMN_1799466	MTX2	metaxin 2	-0.323	2.434
ILMN_1799487	N4BP2L1	NEDD4 binding protein 2 like 1	-0.642	7.624
ILMN_1799488	ZNF383	zinc finger protein 383	-0.24	3.442
ILMN_1799497	KLK9	kallikrein related peptidase 9	-0.346	2.881
ILMN_1799504	MS4A13	membrane spanning 4-domains A13	-0.354	2.862
ILMN_1799516	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9	1.236	18.865
ILMN_1799519	IL36B	interleukin 36, beta	-0.338	2.621
ILMN_1799529	ZNF441	zinc finger protein 441	-0.362	3.434
ILMN_1799548	WFDC8	WAP four-disulfide core domain 8	-0.323	2.493
ILMN_1799575	IL19	interleukin 19	-0.308	2.42
ILMN_1799579	CCDC51	coiled-coil domain containing 51	0.512	8.138
ILMN_1799589	NOXA1	NADPH oxidase activator 1	-0.362	2.383
ILMN_1799598	SIRT5	sirtuin 5	0.21	1.98
ILMN_1799600	STARD8	StAR related lipid transfer domain containing 8	-0.743	7.341
ILMN_1799607			-0.392	3.914
ILMN_1799614	PNPLA6	patatin like phospholipase domain containing 6	-0.381	3.642
ILMN_1799615	P2RY2	purinergic receptor P2Y2	-0.35	2.742
ILMN_1799622	ZFYVE9	zinc finger FYVE-type containing 9	-0.311	2.569
ILMN_1799628	NBR1	NBR1, autophagy cargo receptor	-0.353	4.328
ILMN_1799634	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	0.866	14.715
ILMN_1799644	RNF144B	ring finger protein 144B	-0.483	4.335
