ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1696065	1.69e-02	1.19e-02	-2.589825	-3.972464	-0.254214	170763494	SDF4	stromal cell derived factor 4
ILMN_1678075	1.69e-02	1.19e-02	-2.589689	-3.972786	-0.1769568	221307493	CDYL	chromodomain Y-like
ILMN_1766219	1.69e-02	1.19e-02	-2.589321	-3.973657	-0.2727031	NA		
ILMN_1805255	1.69e-02	1.19e-02	-2.589281	-3.973751	-0.2622545	754502047	RAB39A	RAB39A, member RAS oncogene family
ILMN_1785661	1.69e-02	1.19e-02	-2.589178	-3.973994	-0.306468	966209570	ABHD17B	abhydrolase domain containing 17B
ILMN_1736982	1.69e-02	1.19e-02	-2.589009	-3.974396	-0.321048	1016470466	PHACTR1	phosphatase and actin regulator 1
ILMN_1775615	1.69e-02	1.19e-02	-2.589007	-3.9744	-0.2569397	162952001	PRSS50	protease, serine 50
ILMN_1653666	1.70e-02	1.19e-02	-2.588707	-3.975109	-0.2438125	289063408	KLHL7	kelch like family member 7
ILMN_1719577	1.70e-02	1.19e-02	-2.588613	-3.975331	-0.2910467	194353967	C10orf67	chromosome 10 open reading frame 67
ILMN_1744665	1.70e-02	1.19e-02	-2.588422	-3.975784	-0.1857793	189011537	EP300	E1A binding protein p300
ILMN_1699809	1.70e-02	1.19e-02	-2.588344	-3.975967	-0.2418784	14161691	CAPNS2	calpain small subunit 2
ILMN_1692617	1.70e-02	1.19e-02	-2.588048	-3.976668	-0.2674793	90652862	CABS1	calcium binding protein, spermatid associated 1
ILMN_1706378	1.70e-02	1.19e-02	-2.587733	-3.977412	-0.2553088	666335634	NUDT4	nudix hydrolase 4
ILMN_1743208	1.70e-02	1.20e-02	2.587369	-3.978273	0.2307718	206597466	NEDD1	neural precursor cell expressed, developmentally down-regulated 1
ILMN_1760400	1.70e-02	1.20e-02	2.587344	-3.978332	0.238978	387942385	TTI2	TELO2 interacting protein 2
ILMN_1779346	1.70e-02	1.20e-02	2.58731	-3.978413	0.2141312	193083228	ADNP2	ADNP homeobox 2
ILMN_1717248	1.70e-02	1.20e-02	-2.587184	-3.97871	-0.2908207	190014614	C9orf66	chromosome 9 open reading frame 66
ILMN_1702244	1.70e-02	1.20e-02	2.586965	-3.979227	0.2682602	557786138	TMEM68	transmembrane protein 68
ILMN_1749253	1.71e-02	1.20e-02	2.586329	-3.980731	0.1946523	302191698	TUBD1	tubulin delta 1
ILMN_1809708	1.71e-02	1.20e-02	-2.586238	-3.980946	-0.1741422	755571542	KCTD21	potassium channel tetramerization domain containing 21
ILMN_1661624	1.71e-02	1.20e-02	-2.585833	-3.981904	-0.2421432	972776231	ARSD	arylsulfatase D
ILMN_1765532	1.71e-02	1.20e-02	2.58564	-3.982358	0.2972087	67906819	NELFE	negative elongation factor complex member E
ILMN_1690911	1.71e-02	1.20e-02	2.585387	-3.982958	0.2800364	141802576	C16orf87	chromosome 16 open reading frame 87
ILMN_1749866	1.71e-02	1.20e-02	-2.585264	-3.983249	-0.2623411	815890847	GATA4	GATA binding protein 4
ILMN_1764959	1.71e-02	1.20e-02	-2.585121	-3.983586	-0.2707924	559098389	SAXO1	stabilizer of axonemal microtubules 1
ILMN_1801814	1.71e-02	1.20e-02	-2.585112	-3.983608	-0.2247805	344179104	VEGFB	vascular endothelial growth factor B
ILMN_1733684	1.71e-02	1.20e-02	-2.584944	-3.984004	-0.2614651	20544167	HIST1H1T	histone cluster 1, H1t
ILMN_1802414	1.71e-02	1.20e-02	-2.58479	-3.984368	-0.2611546	187607285	CA13	carbonic anhydrase 13
ILMN_1663561	1.71e-02	1.20e-02	-2.584644	-3.984712	-0.2575751	747165381	HNF1B	HNF1 homeobox B
ILMN_1688728	1.71e-02	1.20e-02	-2.584606	-3.984803	-0.2473341	384229061	TRMT2A	tRNA methyltransferase 2 homolog A
ILMN_1749448	1.71e-02	1.21e-02	-2.584046	-3.986124	-0.2753118	90193627	GLMN	glomulin, FKBP associated protein
ILMN_1682592	1.71e-02	1.21e-02	-2.583973	-3.986297	-0.2480405	315467847	IL19	interleukin 19
ILMN_1673681	1.72e-02	1.21e-02	-2.583501	-3.987411	-0.2839468	530788234	SLC46A1	solute carrier family 46 member 1
ILMN_1775861	1.72e-02	1.21e-02	-2.583419	-3.987605	-0.2405677	304361777	DDI2	DNA damage inducible 1 homolog 2
ILMN_1661618	1.72e-02	1.21e-02	-2.582898	-3.988835	-0.277255	45333915	C20orf85	chromosome 20 open reading frame 85
ILMN_1679348	1.72e-02	1.21e-02	-2.58271	-3.989279	-0.2673796	531990797	SPANXN5	SPANX family member N5
ILMN_1712231	1.72e-02	1.21e-02	2.582696	-3.989312	0.3639697	544186022	SH3YL1	SH3 and SYLF domain containing 1
ILMN_1682483	1.72e-02	1.21e-02	-2.582619	-3.989494	-0.2652903	115430109	FAM81B	family with sequence similarity 81 member B
ILMN_1806150	1.72e-02	1.21e-02	-2.582614	-3.989505	-0.2659305	32479524	KCNQ1	potassium voltage-gated channel subfamily Q member 1
ILMN_1740549	1.72e-02	1.21e-02	-2.582039	-3.990862	-0.253095	1044873366	CSNK1G1	casein kinase 1 gamma 1
ILMN_1684321	1.72e-02	1.21e-02	2.581695	-3.991676	0.3188767	83921613	CYB5B	cytochrome b5 type B
ILMN_1659000	1.72e-02	1.21e-02	-2.581589	-3.991926	-0.2434757	325651935	XPNPEP3	X-prolyl aminopeptidase 3
ILMN_1721649	1.73e-02	1.21e-02	-2.581221	-3.992794	-0.2603816	109627660	TMEM229B	transmembrane protein 229B
ILMN_1760593	1.73e-02	1.22e-02	2.580607	-3.994243	0.2706927	401015115	CRY1	cryptochrome circadian clock 1
ILMN_1734760	1.73e-02	1.22e-02	-2.580307	-3.99495	-0.2927339	117190516	NAT8	N-acetyltransferase 8 (putative)
ILMN_1690429	1.73e-02	1.22e-02	-2.579828	-3.99608	-0.2489138	297747324	SNX7	sorting nexin 7
ILMN_1764187	1.73e-02	1.22e-02	-2.579815	-3.99611	-0.2149124	148728189	KDSR	3-ketodihydrosphingosine reductase
ILMN_1668271	1.73e-02	1.22e-02	-2.579808	-3.996128	-0.2567508	408968120	GPR37	G protein-coupled receptor 37
ILMN_1738237	1.73e-02	1.22e-02	-2.57979	-3.996169	-0.2493479	68800429	HS1BP3	HCLS1 binding protein 3
ILMN_1751744	1.73e-02	1.22e-02	-2.579733	-3.996304	-0.2466524	510785743	ANKLE1	ankyrin repeat and LEM domain containing 1
ILMN_1675488	1.73e-02	1.22e-02	-2.579674	-3.996444	-0.2695967	301069344	SLC13A3	solute carrier family 13 member 3
ILMN_1753975	1.73e-02	1.22e-02	-2.579097	-3.997803	-0.217208	238624144	NPTN	neuroplastin
ILMN_1653280	1.73e-02	1.22e-02	2.579042	-3.997934	0.4595939	221625527	GZMB	granzyme B
ILMN_1801521	1.73e-02	1.22e-02	-2.578978	-3.998084	-0.2597862	190343022	ABCC6	ATP binding cassette subfamily C member 6
ILMN_1784822	1.74e-02	1.22e-02	-2.578774	-3.998567	-0.2151779	296080762	PPP1R3F	protein phosphatase 1 regulatory subunit 3F
ILMN_1699172	1.74e-02	1.22e-02	-2.578575	-3.999034	-0.2275184	115430106	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
ILMN_1763887	1.74e-02	1.23e-02	-2.577946	-4.000518	-0.2983693	385251383	SFI1	SFI1 centrin binding protein
ILMN_1654586	1.74e-02	1.23e-02	-2.577734	-4.001017	-0.2582305	1003088850	RASA3	RAS p21 protein activator 3
ILMN_1668398	1.74e-02	1.23e-02	-2.577453	-4.00168	-0.2	67782302	MSS51	MSS51 mitochondrial translational activator
ILMN_1811995	1.74e-02	1.23e-02	-2.577164	-4.002361	-0.2451454	815890932	FANCM	Fanconi anemia complementation group M
ILMN_1681923	1.74e-02	1.23e-02	-2.577115	-4.002476	-0.2584253	163965440	LRRC71	leucine rich repeat containing 71
ILMN_1766951	1.75e-02	1.23e-02	2.576514	-4.003892	0.3527975	84452153	MSX2	msh homeobox 2
ILMN_1810037	1.75e-02	1.23e-02	-2.576384	-4.004199	-0.2784631	632794834	RUSC2	RUN and SH3 domain containing 2
ILMN_1813603	1.75e-02	1.23e-02	2.575951	-4.005218	0.261263	821562778	SF3B1	splicing factor 3b subunit 1
ILMN_1716272	1.75e-02	1.23e-02	-2.575556	-4.006149	-0.289823	227497735	KBTBD8	kelch repeat and BTB domain containing 8
ILMN_1701655	1.75e-02	1.23e-02	-2.575423	-4.006463	-0.2815455	39995085	SLC8B1	solute carrier family 8 member B1
ILMN_1746515	1.75e-02	1.23e-02	-2.575223	-4.006933	-0.26223	63054849	DNTT	DNA nucleotidylexotransferase
ILMN_1779616	1.75e-02	1.23e-02	-2.575015	-4.007422	-0.2839335	289547208	SUCLG1	succinate-CoA ligase alpha subunit
ILMN_1729272	1.75e-02	1.24e-02	-2.574764	-4.008015	-0.2581952	225735621	DIP2A	disco interacting protein 2 homolog A
ILMN_1705977	1.75e-02	1.24e-02	-2.574719	-4.008121	-0.2566952	15187163	LACRT	lacritin
ILMN_1651850	1.76e-02	1.24e-02	2.574089	-4.009605	0.1985212	1007368968	RPS16	ribosomal protein S16
ILMN_1720540	1.76e-02	1.24e-02	-2.573597	-4.010761	-0.2491671	4504710	INSL4	insulin like 4
ILMN_1731292	1.76e-02	1.24e-02	-2.573421	-4.011176	-0.2661935	4502520	CA5A	carbonic anhydrase 5A
ILMN_1806093	1.76e-02	1.24e-02	-2.573353	-4.011336	-0.2508135	312922354	TOR1AIP2	torsin 1A interacting protein 2
ILMN_1765187	1.76e-02	1.24e-02	-2.572823	-4.012584	-0.2612069	15431286	LHB	luteinizing hormone beta polypeptide
ILMN_1651445	1.76e-02	1.24e-02	-2.572104	-4.014276	-0.2334988	NA		
ILMN_1726815	1.77e-02	1.25e-02	2.57171	-4.015203	0.3820498	21264570	HIST1H3G	histone cluster 1, H3g
ILMN_1757336	1.77e-02	1.25e-02	-2.571607	-4.015444	-0.2197742	740086724	LRCH3	leucine rich repeats and calponin homology domain containing 3
ILMN_1736585	1.77e-02	1.25e-02	-2.571413	-4.015902	-0.3286736	98986463	TMED10	transmembrane p24 trafficking protein 10
ILMN_1660144	1.77e-02	1.25e-02	-2.571284	-4.016205	-0.2149518	523425754	TCF20	transcription factor 20
ILMN_1798612	1.77e-02	1.25e-02	-2.571127	-4.016575	-0.2528118	1020738590	SNX20	sorting nexin 20
ILMN_1752111	1.77e-02	1.25e-02	2.571098	-4.016641	0.1709592	187761312	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
ILMN_1771308	1.77e-02	1.25e-02	-2.57037	-4.018354	-0.2613429	189083864	BAAT	bile acid-CoA:amino acid N-acyltransferase
ILMN_1806030	1.77e-02	1.25e-02	2.570241	-4.018658	0.3266733	118572594	PPL	periplakin
ILMN_1701459	1.77e-02	1.25e-02	-2.570173	-4.018818	-0.2732358	388452995	C1QTNF1	C1q and tumor necrosis factor related protein 1
ILMN_1796762	1.77e-02	1.25e-02	-2.569962	-4.019314	-0.3955524	226495416	CCDC102A	coiled-coil domain containing 102A
ILMN_1711452	1.77e-02	1.25e-02	-2.569939	-4.019367	-0.2434722	386869243	UEVLD	UEV and lactate/malate dehyrogenase domains
ILMN_1675927	1.77e-02	1.25e-02	2.569812	-4.019667	0.2206742	197313770	NEBL	nebulette
ILMN_1745686	1.77e-02	1.25e-02	-2.569647	-4.020055	-0.3056188	110825983	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
ILMN_1702955	1.78e-02	1.26e-02	-2.568806	-4.022032	-0.2533648	67906812	TRPM2	transient receptor potential cation channel subfamily M member 2
ILMN_1698445	1.78e-02	1.26e-02	-2.568738	-4.022191	-0.2738426	290491127	PALM2	paralemmin 2
ILMN_1776598	1.78e-02	1.26e-02	-2.568727	-4.022218	-0.2384	557948027	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
ILMN_1803279	1.78e-02	1.26e-02	2.568646	-4.022407	0.2416825	282165813	TMED5	transmembrane p24 trafficking protein 5
ILMN_1737058	1.78e-02	1.26e-02	-2.568504	-4.02274	-0.4195672	218749807	MPDU1	mannose-P-dolichol utilization defect 1
ILMN_1709333	1.78e-02	1.26e-02	-2.568371	-4.023053	-0.241519	74229018	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1792107	1.78e-02	1.26e-02	2.568271	-4.023289	0.2112663	590122048	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
ILMN_1661000	1.78e-02	1.26e-02	-2.568022	-4.023874	-0.1932731	564473359	RPS6KC1	ribosomal protein S6 kinase C1
ILMN_1658834	1.78e-02	1.26e-02	2.56799	-4.023948	0.2096629	255652952	ZC3H18	zinc finger CCCH-type containing 18
ILMN_1727789	1.78e-02	1.26e-02	-2.567438	-4.025246	-0.2657644	223717979	RLIM	ring finger protein, LIM domain interacting
ILMN_1749639	1.78e-02	1.26e-02	-2.567315	-4.025536	-0.2736924	525313642	PDE4DIP	phosphodiesterase 4D interacting protein
ILMN_1771061	1.78e-02	1.26e-02	-2.567098	-4.026044	-0.2360113	112789560	BRD4	bromodomain containing 4
ILMN_1697469	1.79e-02	1.26e-02	2.566461	-4.02754	0.2441993	209413741	SRSF6	serine and arginine rich splicing factor 6
ILMN_1812669	1.79e-02	1.26e-02	-2.566455	-4.027555	-0.2427243	662033862	HTRA3	HtrA serine peptidase 3
ILMN_1799120	1.79e-02	1.26e-02	-2.566426	-4.027623	-0.2909885	NA		
ILMN_1705201	1.79e-02	1.26e-02	-2.56593	-4.028787	-0.1907054	197333789	FOXC2	forkhead box C2
ILMN_1763627	1.79e-02	1.26e-02	-2.565822	-4.029041	-0.220104	133904027	TNPO1	transportin 1
ILMN_1735959	1.79e-02	1.26e-02	-2.565783	-4.029134	-0.229805	300069008	CNOT4	CCR4-NOT transcription complex subunit 4
ILMN_1781812	1.79e-02	1.27e-02	-2.565717	-4.029289	-0.4452819	331999985	NR4A3	nuclear receptor subfamily 4 group A member 3
ILMN_1662463	1.79e-02	1.27e-02	-2.565443	-4.029932	-0.2338541	124487370	COMMD5	COMM domain containing 5
ILMN_1721011	1.79e-02	1.27e-02	-2.565111	-4.030712	-0.2467086	357933613	LCN1	lipocalin 1
ILMN_1723626	1.79e-02	1.27e-02	-2.565059	-4.030833	-0.2510808	194353990	APBA2	amyloid beta precursor protein binding family A member 2
ILMN_1671642	1.79e-02	1.27e-02	-2.564967	-4.031048	-0.2400231	269846833	CSNK1A1L	casein kinase 1 alpha 1 like
ILMN_1782716	1.79e-02	1.27e-02	-2.564952	-4.031083	-0.250336	669250873	SERPINB4	serpin family B member 4
ILMN_1794070	1.79e-02	1.27e-02	2.564937	-4.031119	0.2826367	124517698	ANKRD13B	ankyrin repeat domain 13B
ILMN_1781679	1.79e-02	1.27e-02	-2.564894	-4.03122	-0.2659168	89257356	SHOX	short stature homeobox
ILMN_1790350	1.79e-02	1.27e-02	-2.564877	-4.031259	-0.2486007	197382406	TPRG1	tumor protein p63 regulated 1
ILMN_1702566	1.79e-02	1.27e-02	-2.564877	-4.03126	-0.270171	76880474	CALCA	calcitonin related polypeptide alpha
ILMN_1760990	1.80e-02	1.27e-02	-2.564088	-4.033111	-0.3116227	666875814	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
ILMN_1656563	1.80e-02	1.27e-02	-2.563974	-4.03338	-0.2528742	81295799	PAX8	paired box 8
ILMN_1749162	1.80e-02	1.27e-02	-2.563828	-4.033723	-0.2499211	335883180	DIO2	deiodinase, iodothyronine, type II
ILMN_1749918	1.80e-02	1.27e-02	-2.563051	-4.035546	-0.2350565	117968620	MACROD2	MACRO domain containing 2
ILMN_1690519	1.80e-02	1.28e-02	-2.562424	-4.037016	-0.2530384	NA		
ILMN_1784948	1.80e-02	1.28e-02	2.56232	-4.03726	0.4567093	530354691	SPOCD1	SPOC domain containing 1
ILMN_1732534	1.81e-02	1.28e-02	-2.561815	-4.038444	-0.3834129	306966144	CHMP5	charged multivesicular body protein 5
ILMN_1766736	1.81e-02	1.28e-02	-2.561549	-4.039069	-0.2835356	157276598	BPI	bactericidal/permeability-increasing protein
ILMN_1696532	1.81e-02	1.28e-02	-2.561063	-4.040208	-0.2446595	300796302	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit
ILMN_1730025	1.81e-02	1.28e-02	-2.560613	-4.041263	-0.2637257	327412319	ACSL6	acyl-CoA synthetase long-chain family member 6
ILMN_1813027	1.81e-02	1.28e-02	2.560271	-4.042065	0.2388793	350276161	TRIM41	tripartite motif containing 41
ILMN_1730998	1.81e-02	1.28e-02	2.560202	-4.042226	0.4864635	523567553	TSPAN6	tetraspanin 6
ILMN_1815120	1.81e-02	1.28e-02	-2.560009	-4.042679	-0.2521051	359718918	PRDM14	PR/SET domain 14
ILMN_1689955	1.82e-02	1.29e-02	-2.559388	-4.044135	-0.2437449	665821202	FAAP24	Fanconi anemia core complex associated protein 24
ILMN_1790555	1.82e-02	1.29e-02	-2.558927	-4.045215	-0.3091269	100814338	CCDC146	coiled-coil domain containing 146
ILMN_1704410	1.82e-02	1.29e-02	-2.558853	-4.045387	-0.2433757	NA		
ILMN_1784783	1.82e-02	1.29e-02	-2.558845	-4.045407	-0.3093876	37622352	NME5	NME/NM23 family member 5
ILMN_1732782	1.82e-02	1.29e-02	-2.55877	-4.045582	-0.347951	93141213	SCN2A	sodium voltage-gated channel alpha subunit 2
ILMN_1740349	1.82e-02	1.29e-02	-2.557863	-4.047708	-0.2693208	168480148	AUH	AU RNA binding methylglutaconyl-CoA hydratase
ILMN_1662081	1.82e-02	1.29e-02	-2.557759	-4.047951	-0.2900228	15812205	KRTAP3-3	keratin associated protein 3-3
ILMN_1731506	1.82e-02	1.29e-02	-2.557573	-4.048385	-0.2341537	260656050	PAX9	paired box 9
ILMN_1765993	1.82e-02	1.29e-02	-2.557471	-4.048626	-0.2564149	27436934	DMBX1	diencephalon/mesencephalon homeobox 1
ILMN_1668246	1.83e-02	1.30e-02	2.556036	-4.051985	0.2669648	215490001	TMEM52	transmembrane protein 52
ILMN_1699687	1.83e-02	1.30e-02	-2.555629	-4.052939	-0.3512021	74319832	USP9Y	ubiquitin specific peptidase 9, Y-linked
ILMN_1680927	1.84e-02	1.30e-02	-2.554244	-4.056179	-0.2663681	NA		
ILMN_1668463	1.84e-02	1.30e-02	-2.554172	-4.056348	-0.1905965	NA		
ILMN_1686319	1.84e-02	1.30e-02	2.554038	-4.056661	0.1497484	188497647	USP37	ubiquitin specific peptidase 37
ILMN_1705579	1.84e-02	1.30e-02	-2.553862	-4.057071	-0.2478651	188219542	MPP4	membrane palmitoylated protein 4
ILMN_1752380	1.84e-02	1.31e-02	-2.553577	-4.057739	-0.202892	573014808	ZNF565	zinc finger protein 565
ILMN_1663699	1.84e-02	1.31e-02	-2.553374	-4.058215	-0.2863923	222831574	SLCO3A1	solute carrier organic anion transporter family member 3A1
ILMN_1740383	1.84e-02	1.31e-02	-2.553198	-4.058626	-0.2677102	124494252	NRL	neural retina leucine zipper
ILMN_1712532	1.85e-02	1.31e-02	-2.552855	-4.059429	-0.4134294	195927007	CARD9	caspase recruitment domain family member 9
ILMN_1705763	1.85e-02	1.31e-02	-2.552748	-4.059677	-0.2880536	992319647	SCT	secretin
ILMN_1761348	1.85e-02	1.31e-02	-2.552701	-4.059787	-0.2476803	1013390787	ZNF530	zinc finger protein 530
ILMN_1727078	1.85e-02	1.31e-02	-2.552518	-4.060215	-0.2306952	1003088723	MIEN1	migration and invasion enhancer 1
ILMN_1782750	1.85e-02	1.31e-02	-2.5524	-4.060491	-0.2520591	301129216	FLRT3	fibronectin leucine rich transmembrane protein 3
ILMN_1674376	1.85e-02	1.31e-02	-2.552384	-4.060528	-0.2601401	543173150	ANGPTL4	angiopoietin like 4
ILMN_1699636	1.85e-02	1.31e-02	2.551837	-4.061807	0.2368488	190341058	ACIN1	apoptotic chromatin condensation inducer 1
ILMN_1685703	1.85e-02	1.31e-02	-2.551318	-4.06302	-0.5084189	225579042	ACOX2	acyl-CoA oxidase 2
ILMN_1806330	1.85e-02	1.31e-02	-2.551116	-4.063494	-0.2641633	1008909347	C17orf78	chromosome 17 open reading frame 78
ILMN_1792922	1.86e-02	1.32e-02	-2.550554	-4.064806	-0.2448958	1018191626	SOD2	superoxide dismutase 2, mitochondrial
ILMN_1781174	1.86e-02	1.32e-02	-2.550392	-4.065186	-0.1830837	555290031	CEP162	centrosomal protein 162
ILMN_1653904	1.86e-02	1.32e-02	-2.550302	-4.065395	-0.2710504	NA		
ILMN_1735185	1.86e-02	1.32e-02	-2.550268	-4.065474	-0.2597662	75709218	CSTF1	cleavage stimulation factor subunit 1
ILMN_1709719	1.86e-02	1.32e-02	-2.550205	-4.065622	-0.2563014	183396778	LPAR3	lysophosphatidic acid receptor 3
ILMN_1796523	1.86e-02	1.32e-02	-2.550169	-4.065706	-0.2622564	120953290	FNIP1	folliculin interacting protein 1
ILMN_1807580	1.86e-02	1.32e-02	-2.550035	-4.06602	-0.1955198	573014796	TMEM161B	transmembrane protein 161B
ILMN_1813639	1.86e-02	1.32e-02	-2.549753	-4.066678	-0.2807103	226529428	NKAIN4	Na+/K+ transporting ATPase interacting 4
ILMN_1712035	1.86e-02	1.32e-02	-2.548995	-4.06845	-0.2490888	40795669	TMEM115	transmembrane protein 115
ILMN_1715900	1.86e-02	1.32e-02	-2.548794	-4.068918	-0.2347611	94536857	KIFC3	kinesin family member C3
ILMN_1744786	1.86e-02	1.32e-02	-2.548787	-4.068934	-0.2674386	145580596	SAGE1	sarcoma antigen 1
ILMN_1812856	1.86e-02	1.32e-02	2.54873	-4.069067	0.3220408	254281239	ZSWIM1	zinc finger SWIM-type containing 1
ILMN_1712836	1.87e-02	1.32e-02	-2.548254	-4.07018	-0.2612054	153945851	VWA7	von Willebrand factor A domain containing 7
ILMN_1687655	1.87e-02	1.32e-02	-2.548202	-4.0703	-0.2505687	NA		
ILMN_1682316	1.87e-02	1.33e-02	2.547345	-4.072302	0.2527184	74027248	TRIM33	tripartite motif containing 33
ILMN_1763712	1.87e-02	1.33e-02	-2.547301	-4.072405	-0.2623692	194394142	FOXA2	forkhead box A2
ILMN_1708660	1.87e-02	1.33e-02	2.547137	-4.072788	0.2030099	807201034	RWDD4	RWD domain containing 4
ILMN_1769092	1.87e-02	1.33e-02	-2.546889	-4.073365	-0.3148438	754502042	EVA1B	eva-1 homolog B
ILMN_1724194	1.87e-02	1.33e-02	2.546556	-4.074143	0.2584756	63003926	NPEPL1	aminopeptidase-like 1
ILMN_1743499	1.88e-02	1.33e-02	2.545691	-4.076161	0.2316298	588480523	POLDIP2	DNA polymerase delta interacting protein 2
ILMN_1728887	1.88e-02	1.33e-02	-2.545151	-4.077421	-0.2797003	62422556	PAK4	p21 (RAC1) activated kinase 4
ILMN_1691299	1.88e-02	1.34e-02	-2.545039	-4.077684	-0.2470065	444741715	CFAP126	cilia and flagella associated protein 126
ILMN_1695093	1.88e-02	1.34e-02	-2.544982	-4.077815	-0.2416235	388452883	SLC7A8	solute carrier family 7 member 8
ILMN_1684699	1.88e-02	1.34e-02	-2.54479	-4.078264	-0.2612496	340545515	ELF5	E74 like ETS transcription factor 5
ILMN_1711053	1.88e-02	1.34e-02	-2.544315	-4.079371	-0.2451846	54145494	BBS5	Bardet-Biedl syndrome 5
ILMN_1786326	1.88e-02	1.34e-02	-2.544283	-4.079446	-0.3200375	194018438	KCTD15	potassium channel tetramerization domain containing 15
ILMN_1763184	1.88e-02	1.34e-02	-2.544091	-4.079895	-0.2519445	37675276	RNF148	ring finger protein 148
ILMN_1687824	1.88e-02	1.34e-02	-2.544018	-4.080065	-0.4096043	530788260	SEPHS2	selenophosphate synthetase 2
ILMN_1755873	1.88e-02	1.34e-02	-2.543989	-4.080132	-0.2521794	NA		
ILMN_1712360	1.88e-02	1.34e-02	2.543972	-4.080172	0.7093042	188497663	WISP3	WNT1 inducible signaling pathway protein 3
ILMN_1680892	1.88e-02	1.34e-02	-2.543869	-4.080413	-0.2420218	63079717	TREX2	three prime repair exonuclease 2
ILMN_1658821	1.89e-02	1.34e-02	2.543301	-4.081736	0.2262797	39930516	SAMD1	sterile alpha motif domain containing 1
ILMN_1804316	1.89e-02	1.34e-02	-2.542693	-4.083153	-0.2428528	209862803	TCAP	titin-cap
ILMN_1743329	1.89e-02	1.35e-02	-2.541964	-4.084853	-0.2610391	71999147	RRH	retinal pigment epithelium-derived rhodopsin homolog
ILMN_1683576	1.89e-02	1.35e-02	2.54195	-4.084884	0.2628007	531034783	MAGED2	MAGE family member D2
ILMN_1706845	1.90e-02	1.35e-02	-2.541582	-4.085744	-0.2359465	170016066	OPHN1	oligophrenin 1
ILMN_1653765	1.90e-02	1.35e-02	-2.540507	-4.088247	-0.2412228	56237022	GALE	UDP-galactose-4-epimerase
ILMN_1653797	1.90e-02	1.35e-02	2.540402	-4.088492	0.3192049	215490075	C6orf62	chromosome 6 open reading frame 62
ILMN_1778951	1.90e-02	1.35e-02	-2.539863	-4.089747	-0.2282301	566006107	C6orf203	chromosome 6 open reading frame 203
ILMN_1654974	1.90e-02	1.35e-02	2.53977	-4.089962	0.1760662	619329019	KMT2B	lysine methyltransferase 2B
ILMN_1658081	1.90e-02	1.35e-02	-2.539739	-4.090035	-0.2716344	NA		
ILMN_1806398	1.90e-02	1.35e-02	-2.539599	-4.090361	-0.2468819	27735084	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1
ILMN_1776115	1.91e-02	1.36e-02	-2.539005	-4.091745	-0.2670364	150456462	GSDMA	gasdermin A
ILMN_1731233	1.91e-02	1.36e-02	-2.538971	-4.091824	-0.365943	399124763	GZMH	granzyme H
ILMN_1685624	1.91e-02	1.36e-02	-2.538965	-4.091838	-0.2480199	215490019	NPM3	nucleophosmin/nucleoplasmin 3
ILMN_1748147	1.91e-02	1.36e-02	-2.538697	-4.092461	-0.2145697	183227701	MTO1	mitochondrial tRNA translation optimization 1
ILMN_1685043	1.91e-02	1.36e-02	-2.538625	-4.092629	-0.2468866	608788369	CYP3A7	cytochrome P450 family 3 subfamily A member 7
ILMN_1753712	1.91e-02	1.36e-02	2.537862	-4.094405	0.2230884	410110898	STX10	syntaxin 10
ILMN_1713322	1.91e-02	1.36e-02	2.537734	-4.094703	0.2800312	301601640	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
ILMN_1814573	1.92e-02	1.36e-02	2.536829	-4.096809	0.2621114	153791864	CMTR2	cap methyltransferase 2
ILMN_1736267	1.92e-02	1.36e-02	-2.536699	-4.097111	-0.1910557	289666761	ZNF555	zinc finger protein 555
ILMN_1749324	1.92e-02	1.37e-02	-2.536357	-4.097907	-0.2741564	169808382	DPYS	dihydropyrimidinase
ILMN_1761294	1.92e-02	1.37e-02	-2.536239	-4.098181	-0.2778826	53828735	OR4K15	olfactory receptor family 4 subfamily K member 15
ILMN_1655595	1.92e-02	1.37e-02	2.536238	-4.098184	0.5203503	211904150	SERPINE2	serpin family E member 2
ILMN_1802691	1.92e-02	1.37e-02	-2.536195	-4.098285	-0.2401945	256818772	CFAP44	cilia and flagella associated protein 44
ILMN_1750160	1.92e-02	1.37e-02	2.535808	-4.099185	0.2328159	304284843	FASTKD3	FAST kinase domains 3
ILMN_1805996	1.92e-02	1.37e-02	2.535684	-4.099472	0.2142451	223941787	SIN3A	SIN3 transcription regulator family member A
ILMN_1676580	1.92e-02	1.37e-02	-2.535653	-4.099544	-0.2633852	21071023	HIST1H4D	histone cluster 1, H4d
ILMN_1796082	1.92e-02	1.37e-02	-2.535563	-4.099755	-0.2449048	39777585	DHX57	DEAH-box helicase 57
