"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"15385","ILMN_1810346",-0.330398734433333,0.0536261001166667,-3.23747097062842,0.00187522869880411,0.00349023185286269,-2.36810401568164,"SLC4A3","solute carrier family 4 member 3"
"14969","ILMN_1805483",-0.337131084733333,0.0798159990333333,-3.23742076690872,0.0018755136280963,0.00349046932262486,-2.36824593244305,"ABHD16B","abhydrolase domain containing 16B"
"7926","ILMN_1727251",-0.3574546719,0.0935457621833333,-3.2373073771232,0.00187615731710538,0.00349137437485662,-2.36856645879171,"ASIC1","acid sensing ion channel subunit 1"
"6871","ILMN_1716471",-0.355506960566667,0.09870994665,-3.23714699160462,0.00187706814486808,0.00349253279400751,-2.36901981709827,"LCE1F","late cornified envelope 1F"
"8002","ILMN_1727965",-0.3504891739,0.07515532125,-3.23714231922449,0.00187709468549187,0.00349253279400751,-2.3690330241697,"ALDH3B1","aldehyde dehydrogenase 3 family member B1"
"6813","ILMN_1715977",-0.344985388766667,0.05118309745,-3.23698458273629,0.00187799088633048,0.00349390723099256,-2.36947887809021,"GRM6","glutamate metabotropic receptor 6"
"1930","ILMN_1667771",-0.334733597966667,0.0510708906166667,-3.23679802417447,0.00187905136225284,0.00349529393092546,-2.37000617931626,"GRB10","growth factor receptor bound protein 10"
"12131","ILMN_1772809",-0.3345715831,0.0669687575833333,-3.2368220426226,0.00187891479994142,0.00349529393092546,-2.36993829325755,"SLC4A1","solute carrier family 4 member 1 (Diego blood group)"
"3880","ILMN_1686245",-0.346874808366667,0.0632103450833333,-3.23666785630792,0.00187979162320414,0.0034958671292625,-2.3703740811078,"OR6Q1","olfactory receptor family 6 subfamily Q member 1"
"11145","ILMN_1761938",-0.3238964087,0.08421259055,-3.23666071108328,0.00187983226582097,0.0034958671292625,-2.37039427580247,NA,NA
"11897","ILMN_1770281",-0.308755999066667,0.0660338241666667,-3.23666981502619,0.00187978048199996,0.0034958671292625,-2.37036854513658,"ERC1","ELKS/RAB6-interacting/CAST family member 1"
"4081","ILMN_1688258",-0.3520570955,0.08014187335,-3.23650645784304,0.00188070987197039,0.00349711867116422,-2.37083023697356,"C20orf144","chromosome 20 open reading frame 144"
"7922","ILMN_1727218",-0.302208250533333,0.0587364425,-3.23648701092599,0.001880820540284,0.00349711867116422,-2.37088519812036,"ZBTB6","zinc finger and BTB domain containing 6"
"2722","ILMN_1675070",-0.234766881766667,0.0444605605166667,-3.23638699347668,0.00188138981515494,0.00349764186122214,-2.37116786502223,"GOLGA7","golgin A7"
"12995","ILMN_1782613",-0.323452137266667,0.0550943433333333,-3.23638217364885,0.00188141725252271,0.00349764186122214,-2.37118148654263,"OR13F1","olfactory receptor family 13 subfamily F member 1"
"5400","ILMN_1701077",0.2450067372,0.0131499375666667,3.2363253349522,0.00188174084101726,0.00349795029471483,-2.37134211968511,"HEMK2","HemK methyltransferase 2, ETF1 glutamine and histone H4 lysine"
"9710","ILMN_1745827",-0.318492218966667,0.09264929985,-3.23624792184444,0.00188218164579367,0.00349847655050581,-2.37156089533578,"TBX4","T-box transcription factor 4"
"14238","ILMN_1796830",-0.2711538151,0.0395091617166667,-3.23618786284237,0.0018825236998256,0.00349881918204853,-2.37173062426539,"UBE2L3","ubiquitin conjugating enzyme E2 L3"
"10741","ILMN_1757255",-0.3439109965,0.0450397414833333,-3.2360668038373,0.00188321334458899,0.00349960915571464,-2.37207273445195,"CDKN2A","cyclin dependent kinase inhibitor 2A"
"12981","ILMN_1782441",-0.2933536508,0.102145241533333,-3.23605786980939,0.00188326424904983,0.00349960915571464,-2.37209798145628,"CDKL2","cyclin dependent kinase like 2"
"6689","ILMN_1714841",-0.3383211181,0.07114686885,-3.23601919313432,0.00188348463659181,0.00349972553632236,-2.37220727873616,"OR4D9","olfactory receptor family 4 subfamily D member 9"
"15014","ILMN_1806010",-0.2810681172,-0.0211788902666667,-3.23598550491016,0.0018836766186621,0.00349978912130654,-2.3723024782656,"CUL9","cullin 9"
"1885","ILMN_1667267",-0.346059732566667,0.00806070961666666,-3.23591626290012,0.00188407127194375,0.0034999361159605,-2.37249814694647,"PCBP4","poly(rC) binding protein 4"
"8886","ILMN_1737323",-0.3199429848,0.0140245122333333,-3.23592111078664,0.00188404363829575,0.0034999361159605,-2.37248444756539,"SLC10A5","solute carrier family 10 member 5"
"10928","ILMN_1759488",-0.3167003912,0.0896443853666667,-3.23585046151088,0.00188444638693716,0.00350004944613729,-2.37268409006481,"DUSP10","dual specificity phosphatase 10"
"13939","ILMN_1793659",-0.344610898066667,0.0826918524333333,-3.23585020899883,0.00188444782657158,0.00350004944613729,-2.37268480361403,"TUBA8","tubulin alpha 8"
"7355","ILMN_1721569",-0.334893986333333,0.0355951616,-3.23569249005784,0.00188534722353071,0.00350084061327574,-2.37313047827689,NA,NA
"7544","ILMN_1723398",-0.325796377833333,0.06285126975,-3.23571511215236,0.00188521819560659,0.00350084061327574,-2.37306655481333,"CSNK1G1","casein kinase 1 gamma 1"
"15268","ILMN_1809077",-0.342407798366666,0.03592092415,-3.23574476413657,0.00188504908439097,0.00350084061327574,-2.37298276643164,"RFPL4B","ret finger protein like 4B"
"346","ILMN_1654031",-0.3497837882,0.0943424943666667,-3.23552162025502,0.00188632206855333,0.00350206450487799,-2.37361329615316,"TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2"
"14519","ILMN_1800058",-0.3383860014,0.0706611330333333,-3.23552922132013,0.00188627869296061,0.00350206450487799,-2.37359181861541,"NKX2-5","NK2 homeobox 5"
"11644","ILMN_1767973",-0.349972119666667,0.0664727987,-3.23548666521037,0.00188652155210024,0.00350214176667713,-2.37371206450762,"MADCAM1","mucosal vascular addressin cell adhesion molecule 1"
"8333","ILMN_1731213",-0.3470611244,0.114694434033333,-3.23537000821522,0.00188718744062099,0.0035030847780718,-2.37404168281687,"TECTB","tectorin beta"
"134","ILMN_1652178",-0.350937315866667,0.100256211266667,-3.23533758524433,0.00188737255301788,0.00350313526741538,-2.37413329348625,NA,NA
"12178","ILMN_1773312",-0.2802808597,0.0258092010166667,-3.23516280416986,0.00188837072393924,0.00350469473269205,-2.3746271235434,"PATJ","PATJ crumbs cell polarity complex component"
"4278","ILMN_1690278",-0.320929398233333,0.0861615658166667,-3.23509630661152,0.00188875062020614,0.0035051065550153,-2.37481500201211,"DLEC1","DLEC1 cilia and flagella associated protein"
"6731","ILMN_1715301",-0.3663375437,0.0795309698166667,-3.23503592319342,0.00188909564895138,0.00350545360738917,-2.37498560349396,"FXYD2","FXYD domain containing ion transport regulator 2"
"2447","ILMN_1672503",-0.463875707333333,-0.0257623665666667,-3.23491799267579,0.00188976967048561,0.00350641103797698,-2.37531878630465,"DPYSL2","dihydropyrimidinase like 2"
"8067","ILMN_1728572",-0.328064966333333,0.0366555445666667,-3.23482781452943,0.00189028522812284,0.00350697834745088,-2.37557355584617,"DOK5","docking protein 5"
"15049","ILMN_1806394",-0.331207704266667,0.0547385626666667,-3.2348092128782,0.00189039159208518,0.00350697834745088,-2.37562610822471,"UBL4B","ubiquitin like 4B"
"9259","ILMN_1740776",-0.318303490833333,0.104938636016667,-3.23465188436761,0.00189129141893643,0.00350820207780256,-2.37607057541033,"OR5B12","olfactory receptor family 5 subfamily B member 12"
"14371","ILMN_1798256",-0.634870176,-0.0479040289666667,-3.23463858352542,0.00189136751039121,0.00350820207780256,-2.37610815076288,"UPP1","uridine phosphorylase 1"
"4689","ILMN_1694166",-0.351727901333333,0.0416728515,-3.23453708696812,0.00189194824653669,0.00350872634905162,-2.37639487844091,"H2AC1","H2A clustered histone 1"
"4741","ILMN_1694549",-0.307370901633333,0.0923332128166667,-3.23452928463914,0.00189199289630494,0.00350872634905162,-2.37641691974143,NA,NA
"5499","ILMN_1702097",-0.319289796566667,0.0882089224833333,-3.23450626171684,0.00189212465352076,0.00350872634905162,-2.37648195844824,"SPATA19","spermatogenesis associated 19"
"6019","ILMN_1707713",-0.3324333982,0.0594670074,-3.23447455826436,0.00189230610239194,0.00350876952319147,-2.3765715187052,"CIB4","calcium and integrin binding family member 4"
"11905","ILMN_1770344",-0.322723196133333,0.0832827882333333,-3.23433916868552,0.00189308116359356,0.00350991329153026,-2.3769539785394,"INE1","inactivation escape 1"
"56","ILMN_1651588",-0.3269337034,0.0835076181333333,-3.23419604058491,0.00189390084942013,0.00351084619733736,-2.37735828610978,"KRTAP5-6","keratin associated protein 5-6"
"6235","ILMN_1710026",-0.3452570927,0.0497171555833333,-3.23420978834462,0.00189382210238117,0.00351084619733736,-2.37731945207045,"RNF133","ring finger protein 133"
"2193","ILMN_1670274",-0.351999630366667,0.04714765525,-3.23391699655097,0.00189549987570708,0.00351178252154924,-2.37814649085489,"POU3F3","POU class 3 homeobox 3"
"6300","ILMN_1710884",-0.344275059766667,0.06770908055,-3.23397919524174,0.00189514334428622,0.00351178252154924,-2.3779708049446,"OR5M10","olfactory receptor family 5 subfamily M member 10"
"7639","ILMN_1724355",-0.342092767433333,0.143593216016667,-3.23390619409858,0.00189556180326317,0.00351178252154924,-2.37817700312198,"MFRP","membrane frizzled-related protein"
"7640","ILMN_1724355",-0.342092767433333,0.143593216016667,-3.23390619409858,0.00189556180326317,0.00351178252154924,-2.37817700312198,"C1QTNF5","C1q and TNF related 5"
"10558","ILMN_1754929",-0.345572898133333,0.0738687749333333,-3.23403491545085,0.00189482400188138,0.00351178252154924,-2.37781341600866,"OR6N1","olfactory receptor family 6 subfamily N member 1"
"10739","ILMN_1757230",0.300607554566666,0.0476345220166667,3.23394127255048,0.00189536071485782,0.00351178252154924,-2.37807792135944,"ZNF250","zinc finger protein 250"
"12542","ILMN_1777657",-0.354840311766667,0.0378046661166667,-3.23388690926324,0.0018956723627638,0.00351178252154924,-2.37823147427638,"SLC22A9","solute carrier family 22 member 9"
"15531","ILMN_1811820",-0.346207843166667,0.0574161672166667,-3.23395373916368,0.00189528925440251,0.00351178252154924,-2.37804270827102,"SRRM4","serine/arginine repetitive matrix 4"
"15692","ILMN_1813669",-0.324649112033333,-0.0151263860166667,-3.23400487006386,0.00189499619104782,0.00351178252154924,-2.37789828333502,"ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A"
"8931","ILMN_1737751",-0.313906989033333,0.09504850665,-3.23368636752257,0.00189682242268032,0.00351361962464431,-2.37879790221154,"BOLL","boule RNA binding protein"
"6882","ILMN_1716604",-0.333648490466666,0.0440324945333333,-3.23357381171307,0.00189746819087841,0.0035145223634004,-2.37911580363487,"ABCC11","ATP binding cassette subfamily C member 11"
"9411","ILMN_1742467",-0.308762154766667,0.0666837469166667,-3.23343927858733,0.00189824032068981,0.00351565898098037,-2.37949576697148,"PTCHD4","patched domain containing 4"
"6954","ILMN_1717278",-0.3586316721,0.0893834571833333,-3.23323348035705,0.00189942203517862,0.0035175539217299,-2.38007698280012,"RLN3","relaxin 3"
"3586","ILMN_1683453",-0.3297754917,0.0999158401166667,-3.2328300196941,0.00190174075225653,0.0035215539939949,-2.38121635904936,NA,NA
"3251","ILMN_1680144",-0.334120000366667,0.07902119185,-3.23271575095712,0.00190239794557855,0.00352215948821263,-2.38153903606898,NA,NA
"7913","ILMN_1727156",-0.340752711966667,0.0324477129833333,-3.2326903527078,0.00190254404738785,0.00352215948821263,-2.38161075561822,"ARSI","arylsulfatase family member I"
"8275","ILMN_1730709",-0.3283883337,0.06124515615,-3.23274434097987,0.00190223349589893,0.00352215948821263,-2.38145830310177,"BSG","basigin (Ok blood group)"
"9765","ILMN_1746417",-0.352344670866666,0.0874500919666667,-3.2325814018968,0.00190317089951044,0.0035230259708561,-2.38191840614037,"VPS50","VPS50 subunit of EARP/GARPII complex"
"7970","ILMN_1727626",-0.325214562333333,0.0834458753333333,-3.2323929881403,0.00190425540199495,0.00352473941075144,-2.38245042280014,"KRT39","keratin 39"
"4215","ILMN_1689635",-0.361872375366667,0.03919185555,-3.23226643044247,0.00190498418906615,0.0035248571153313,-2.38280776619665,"FSCN3","fascin actin-bundling protein 3"
"7968","ILMN_1727618",0.3592281301,0.115949851616667,3.23230265909764,0.00190477553830011,0.0035248571153313,-2.38270547341629,"NDUFAF6","NADH:ubiquinone oxidoreductase complex assembly factor 6"
"8092","ILMN_1728765",-0.333279163566667,0.0968780358166667,-3.23224398805207,0.00190511345171395,0.0035248571153313,-2.38287113259286,"ZBTB18","zinc finger and BTB domain containing 18"
"10785","ILMN_1757747",-0.3256129696,0.104114937833333,-3.23226272210858,0.00190500554758917,0.0035248571153313,-2.38281823675023,"ASPDH","aspartate dehydrogenase domain containing"
"12560","ILMN_1777870",-0.319312999133333,0.0685006041666667,-3.23228040191542,0.00190490372097786,0.0035248571153313,-2.38276831738966,"CRB3","crumbs cell polarity complex component 3"
"6395","ILMN_1711790",-0.3484668251,0.0966058805833333,-3.23219034328708,0.00190542246573238,0.00352508200594422,-2.38302259802046,"DEFB135","defensin beta 135"
"9316","ILMN_1741462",-0.307740718866667,0.0517356219333333,-3.2321677189531,0.0019055528045115,0.00352508200594422,-2.38308647703901,"FAHD1","fumarylacetoacetate hydrolase domain containing 1"
"4594","ILMN_1693397",-0.3337194132,0.092433501,-3.23200521654065,0.001906489226859,0.00352652022084882,-2.38354528735562,"PSG4","pregnancy specific beta-1-glycoprotein 4"
"1766","ILMN_1666357",-0.342505916033333,0.0827303004833333,-3.23182767199873,0.00190751282355164,0.00352811943285555,-2.38404654848352,"ZPBP2","zona pellucida binding protein 2"
"14602","ILMN_1801044",-0.313330061533333,0.107478308633333,-3.23166652508346,0.00190844232975236,0.00352954436375376,-2.38450149684166,"DOCK4","dedicator of cytokinesis 4"
"6965","ILMN_1717466",-0.318909359633333,0.0597246170833333,-3.23157172280196,0.00190898935431389,0.00353026174025503,-2.38476913396443,NA,NA
"6081","ILMN_1708304",-0.302427367966667,0.0710079724166667,-3.23143188514972,0.00190979650899675,0.00353057714629866,-2.38516390037084,"C11orf16","chromosome 11 open reading frame 16"
"6268","ILMN_1710522",-0.3292523225,0.10248442435,-3.23144613697961,0.00190971423157564,0.00353057714629866,-2.38512366754479,"RUNX1T1","RUNX1 partner transcriptional co-repressor 1"
"6390","ILMN_1711720",-0.353037974166666,0.0446865626833333,-3.23148533128397,0.00190948797559702,0.00353057714629866,-2.38501302160302,"C12orf42","chromosome 12 open reading frame 42"
"10874","ILMN_1758864",-0.305000853666667,0.0499048345666667,-3.23144413977401,0.0019097257614683,0.00353057714629866,-2.38512930565143,"VNN2","vanin 2"
"536","ILMN_1655880",-0.3370310817,0.04294141065,-3.2312010223077,0.00191112976989648,0.00353274750565649,-2.38581560669284,"CHST11","carbohydrate sulfotransferase 11"
"1609","ILMN_1664894",-0.756103791333333,0.203211713666667,-3.23107864964996,0.00191183684113832,0.00353376008030432,-2.386161040608,"NLRP2","NLR family pyrin domain containing 2"
"3028","ILMN_1678090",0.2317330674,0.0192164731333333,3.23105079752176,0.0019119978055026,0.00353376316898023,-2.38623966034823,"RPL3","ribosomal protein L3"
"8531","ILMN_1733421",-0.3823508273,-0.02643666395,-3.23091913567265,0.001912758884262,0.00353487529893938,-2.38661130282848,"PRKCQ","protein kinase C theta"
"1495","ILMN_1663913",-0.346173794233333,0.0551124413166667,-3.23072933981034,0.00191385651049543,0.00353660914859063,-2.38714702100404,"OR1S2","olfactory receptor family 1 subfamily S member 2"
"14641","ILMN_1801408",-0.3310728316,0.121855467233333,-3.23066239392887,0.00191424381254788,0.00353703021302366,-2.38733597710468,"GABRA4","gamma-aminobutyric acid type A receptor subunit alpha4"
"8172","ILMN_1729827",-0.328981577366667,0.0600120640833333,-3.2305325526018,0.00191499519342126,0.00353740542554614,-2.38770244872735,"UVSSA","UV stimulated scaffold protein A"
"10212","ILMN_1751264",-0.2198965065,-0.0118587812166667,-3.23057362550107,0.00191475747806176,0.00353740542554614,-2.38758652337803,"CCDC126","coiled-coil domain containing 126"
"10382","ILMN_1753166",-0.351366139,0.0611052991333333,-3.23052371477615,0.00191504634724068,0.00353740542554614,-2.38772739272379,"MOB4","MOB family member 4, phocein"
"10548","ILMN_1754846",-0.3408806645,0.0673831539833333,-3.23051708735936,0.00191508470793406,0.00353740542554614,-2.38774609800024,"OR2L3","olfactory receptor family 2 subfamily L member 3"
"5485","ILMN_1701937",-0.316001559433333,0.0873537119833333,-3.23044051991838,0.00191552794651803,0.0035379295616981,-2.38796220055484,"COL18A1","collagen type XVIII alpha 1 chain"
"8596","ILMN_1734267",-0.326204587133333,0.0682851794333333,-3.23036345013404,0.00191597419035604,0.00353816460824593,-2.38817971714102,"ZNF587","zinc finger protein 587"
"11001","ILMN_1760288",-0.3212802735,0.0823779661833333,-3.23037574147369,0.00191590301539803,0.00353816460824593,-2.38814502714275,"CABP2","calcium binding protein 2"
"1790","ILMN_1666523",-0.335285586166667,0.0550139991833333,-3.23026162498381,0.00191656392055939,0.00353895904891705,-2.38846709580543,"COL25A1","collagen type XXV alpha 1 chain"
"10909","ILMN_1759303",-0.334180974866667,0.107002408466667,-3.23009249577024,0.0019175438253525,0.00354047375960215,-2.38894441049986,"GNGT1","G protein subunit gamma transducin 1"
"6974","ILMN_1717557",-0.332916801366667,0.0576446675833333,-3.23005357491926,0.00191776939245203,0.00354059555610485,-2.38905424993714,"LECT2","leukocyte cell derived chemotaxin 2"
"7195","ILMN_1719820",-0.346906630066666,0.0784502666,-3.22991126585439,0.00191859436148751,0.00354182385913613,-2.38945585543402,"BDNF","brain derived neurotrophic factor"
"5389","ILMN_1700889",-0.3326948662,0.0733130718,-3.22973968857977,0.00191958944200686,0.00354249240560607,-2.38994004057052,"PRR25","proline rich 25"
"7368","ILMN_1721689",-0.330513397433333,0.06591287255,-3.22974649644219,0.00191954994986103,0.00354249240560607,-2.38992082937567,"STRA8","stimulated by retinoic acid 8"
"8081","ILMN_1728684",0.374874958233333,0.0772442757166667,3.22971115973672,0.00191975494501425,0.00354249240560607,-2.39002054615967,"PELP1","proline, glutamate and leucine rich protein 1"
"8867","ILMN_1737146",0.308681585933333,0.0389093225,3.2297209826736,0.00191969795817013,0.00354249240560607,-2.3899928268565,"TRAM1","translocation associated membrane protein 1"
"9111","ILMN_1739476",-0.308735543166667,0.0133133020833333,-3.22972220299566,0.00191969087869743,0.00354249240560607,-2.38998938323066,"CCDC125","coiled-coil domain containing 125"
"12465","ILMN_1776666",-0.343019976333333,0.0822135677333333,-3.22959721797514,0.00192041608348427,0.0035431229537604,-2.39034207343026,"GRIK3","glutamate ionotropic receptor kainate type subunit 3"
"13978","ILMN_1794112",-0.358909718666666,0.0587073726666667,-3.2296081395823,0.00192035270242228,0.0035431229537604,-2.3903112545836,NA,NA
"2354","ILMN_1671473",-0.292225612866666,0.0542947459666667,-3.22952308250809,0.00192084636370821,0.00354362209833704,-2.39055126861614,"EHD3","EH domain containing 3"
"673","ILMN_1656909",-0.3379328413,0.10657258105,-3.22925364128187,0.00192241095554027,0.00354473980863647,-2.39131154736105,"RGPD5","RANBP2 like and GRIP domain containing 5"
"674","ILMN_1656909",-0.3379328413,0.10657258105,-3.22925364128187,0.00192241095554027,0.00354473980863647,-2.39131154736105,"RGPD6","RANBP2 like and GRIP domain containing 6"
"5061","ILMN_1697536",-0.328961467566666,0.0618655338833333,-3.22930738675164,0.001922098770756,0.00354473980863647,-2.39115989817499,"SNPH","syntaphilin"
"6523","ILMN_1713130",-0.337131185133333,0.0882715081333333,-3.22929706916802,0.00192215869755976,0.00354473980863647,-2.3911890105977,"APBB1","amyloid beta precursor protein binding family B member 1"
"11154","ILMN_1761994",-0.342083041266667,0.101872254166667,-3.22925438641742,0.00192240662703651,0.00354473980863647,-2.39130944488575,"SMAD5","SMAD family member 5"
"13534","ILMN_1789089",-0.3042787879,0.0807241122166667,-3.22934757793026,0.00192186534823912,0.00354473980863647,-2.39104649281763,"DCTN1","dynactin subunit 1"
"14923","ILMN_1804832",-0.327828663833333,0.10714294125,-3.22933945017915,0.00192191255048366,0.00354473980863647,-2.39106942655308,"ANG","angiogenin"
"14924","ILMN_1804832",-0.327828663833333,0.10714294125,-3.22933945017915,0.00192191255048366,0.00354473980863647,-2.39106942655308,"RNASE4","ribonuclease A family member 4"
"1614","ILMN_1664926",-0.328482473233333,0.0679921799166667,-3.22919239397111,0.00192276677338611,0.00354510123843064,-2.39148436163179,NA,NA
"6042","ILMN_1707942",-0.266860326566667,0.0509710628166667,-3.22905951385593,0.00192353895645487,0.00354623021773413,-2.39185928546564,"CRCP","CGRP receptor component"
"14877","ILMN_1804152",-0.3444315741,0.0877288156166667,-3.22873071065936,0.00192545092477463,0.00354946013920561,-2.39278696169751,"KCNH6","potassium voltage-gated channel subfamily H member 6"
"12513","ILMN_1777332",-0.331017204566667,0.106794213516667,-3.22864910311942,0.00192592574336034,0.00355004043960996,-2.39301719627275,"OR2T2","olfactory receptor family 2 subfamily T member 2"
"12514","ILMN_1777332",-0.331017204566667,0.106794213516667,-3.22864910311942,0.00192592574336034,0.00355004043960996,-2.39301719627275,"OR2T35","olfactory receptor family 2 subfamily T member 35 (gene/pseudogene)"
"10753","ILMN_1757346",-0.3433125321,0.107000468883333,-3.22842804252513,0.00192721249630817,0.00355211715005819,-2.39364084025489,NA,NA
"6162","ILMN_1709177",-0.336478935766666,0.0688823705166667,-3.22834476181029,0.00192769746724202,0.00355271584392265,-2.39387577914294,"ITIH6","inter-alpha-trypsin inhibitor heavy chain family member 6"
"3005","ILMN_1677859",-0.352088702933333,0.117446899266667,-3.22809810417353,0.00192913450781401,0.00355477364576343,-2.39457158620921,"TEKTL1","tektin like 1"
"13155","ILMN_1784464",-0.292072086366667,0.107358463016667,-3.22811918382533,0.00192901165734902,0.00355477364576343,-2.39451212323501,"LRRC74A","leucine rich repeat containing 74A"
"2240","ILMN_1670576",-0.337798243533333,0.0551198469333333,-3.22800983967777,0.001929648985748,0.00355542633719548,-2.39482056587027,"IRF5","interferon regulatory factor 5"
"15009","ILMN_1805995",-0.3481573101,0.121193868283333,-3.22777905904463,0.00193099477340766,0.00355761050189149,-2.39547153669325,"STPG2","sperm tail PG-rich repeat containing 2"
"13889","ILMN_1793002",0.424031637233333,0.151640494216667,3.22772381789464,0.00193131704053713,0.00355790875496393,-2.3956273522553,"SHLD1","shieldin complex subunit 1"
"10422","ILMN_1753550",-0.338870764533333,0.103320592866667,-3.22744833437486,0.00193292491662991,0.00356057513497617,-2.39640436385639,"SFTPC","surfactant protein C"
"11813","ILMN_1769538",-0.3413057973,0.07828974585,-3.22734029798081,0.00193355582046984,0.00356144157433601,-2.39670907134399,"LINC02908","long intergenic non-protein coding RNA 2908"
"12174","ILMN_1773284",-0.328246072033333,0.108159695516667,-3.2272725236656,0.00193395170312659,0.00356187501719886,-2.3969002192523,"IL36RN","interleukin 36 receptor antagonist"
"1899","ILMN_1667430",-0.4533936676,0.0853677020666667,-3.22711740380518,0.00193485807408338,0.00356283244114115,-2.39733770193827,"DEGS1","delta 4-desaturase, sphingolipid 1"
"2256","ILMN_1670707",-0.307196873066667,0.104306426966667,-3.22707640864331,0.00193509767690192,0.00356283244114115,-2.39745331753837,"SPATA32","spermatogenesis associated 32"
"3902","ILMN_1686466",-0.345047901733333,0.0344711874333333,-3.22706792583295,0.00193514725952938,0.00356283244114115,-2.39747724084242,"FBXO24","F-box protein 24"
"6682","ILMN_1714756",-0.3066316761,-0.00704033355,-3.22704614706057,0.00193527456345793,0.00356283244114115,-2.39753866133732,"YIPF5","Yip1 domain family member 5"
"7903","ILMN_1727076",-0.328655215633333,0.0759950335833333,-3.22709338076942,0.0019349984772023,0.00356283244114115,-2.39740545244591,"OR10H4","olfactory receptor family 10 subfamily H member 4"
"10860","ILMN_1758642",-0.2731941547,0.0153440011833333,-3.22698724494139,0.00193561890466945,0.0035631706730717,-2.39770477558078,"BAIAP2-DT","BAIAP2 divergent transcript"
"2887","ILMN_1676660",-0.3327809993,0.0645237770166667,-3.2269264420462,0.00193597441812258,0.00356352941351073,-2.39787624802232,"DNAH6","dynein axonemal heavy chain 6"
"9946","ILMN_1748543",-0.3412984851,0.0839183638833333,-3.22687077937107,0.00193629993053755,0.00356383287638305,-2.39803322227569,"STRC","stereocilin"
"6446","ILMN_1712348",-0.348822118233333,0.08870986295,-3.22672662880972,0.00193714315429847,0.0035650890770663,-2.39843973193901,"GNB5","G protein subunit beta 5"
"1972","ILMN_1668285",-0.3377329877,0.0517016738166667,-3.2265897752863,0.0019379440122159,0.00356597129785977,-2.39882565143085,"APBA1","amyloid beta precursor protein binding family A member 1"
"15030","ILMN_1806189",-0.317123370633333,0.0749131661833333,-3.22660430448855,0.00193785897352599,0.00356597129785977,-2.3987846804378,"GAS8-AS1","GAS8 antisense RNA 1"
"2568","ILMN_1673591",-0.343372075333333,0.0830367480333333,-3.22643269993945,0.00193886358998146,0.00356736749441392,-2.39926858063658,"CYP3A43","cytochrome P450 family 3 subfamily A member 43"
"6018","ILMN_1707710",-0.329745263533333,0.0889549251,-3.22629092391276,0.00193969395147717,0.0035685993215765,-2.39966835450933,"SLC6A13","solute carrier family 6 member 13"
"1758","ILMN_1666226",-0.312383171233333,0.07731041755,-3.22611982342516,0.00194069650656324,0.00356985168338299,-2.4001507991424,"IL17RC","interleukin 17 receptor C"
"15694","ILMN_1813703",-0.2962291878,0.0326392893,-3.22612700775246,0.00194065440056182,0.00356985168338299,-2.40013054218164,"RALGPS2","Ral GEF with PH domain and SH3 binding motif 2"
"7248","ILMN_1720485",-0.349797265733333,0.0817278937666667,-3.22563283051327,0.00194355268107762,0.0035748091101091,-2.40152384970627,"CST9L","cystatin 9 like"
"6025","ILMN_1707769",-0.3380170651,0.0794521410166667,-3.22552918346597,0.00194416107173007,0.00357500041724584,-2.40181605749941,"SPDYA","speedy/RINGO cell cycle regulator family member A"
"9547","ILMN_1744056",-0.3371277594,0.0899799902333333,-3.22556085472151,0.00194397514784934,0.00357500041724584,-2.40172676877836,"TAAR1","trace amine associated receptor 1"
"10464","ILMN_1754002",-0.3392146447,0.0773719172833333,-3.22553151466198,0.00194414738603865,0.00357500041724584,-2.4018094853312,"IL36B","interleukin 36 beta"
"14381","ILMN_1798488",-0.360838275533333,0.102340612466667,-3.22550529816203,0.0019443012997688,0.00357500041724584,-2.40188339536756,"ADGRD2","adhesion G protein-coupled receptor D2"
"5672","ILMN_1703776",-0.337072309166667,0.0814101854166667,-3.22543974029995,0.00194468623168218,0.00357541184846987,-2.40206821537198,"CNTNAP5","contactin associated protein family member 5"
"6904","ILMN_1716843",-0.307900395866667,0.0899387649,-3.22508259493111,0.00194678451593405,0.00357816221503691,-2.40307502749532,"ELOVL2","ELOVL fatty acid elongase 2"
"10285","ILMN_1752089",-0.358521749566666,0.0377472389833333,-3.22512519529159,0.00194653412065939,0.00357816221503691,-2.40295493904986,"IL17RE","interleukin 17 receptor E"
"13278","ILMN_1785922",-0.341364683566667,0.07155468365,-3.22515174514567,0.0019463780819182,0.00357816221503691,-2.40288009565352,"FUNDC2P2","FUN14 domain containing 2 pseudogene 2"
"15825","ILMN_1815385",-0.440656790766666,-0.000358121283333338,-3.2250753079581,0.00194682735013954,0.00357816221503691,-2.40309556901912,"SMAD9","SMAD family member 9"
"6183","ILMN_1709423",-0.332032766766667,0.0885731165833333,-3.22503327923325,0.00194707442019758,0.00357829078118893,-2.40321404471954,"LCE1C","late cornified envelope 1C"
"13850","ILMN_1792529",-0.335286412,0.0182707398333333,-3.22500853384402,0.00194721990220487,0.00357829078118893,-2.40328379951624,"TAOK2","TAO kinase 2"
"7402","ILMN_1722045",-0.287453695,0.0510365173,-3.22491516323867,0.00194776893445688,0.00357874105858193,-2.40354699846762,"ARSB","arylsulfatase B"
